injection_id,point_index,time_s,detector_channel,signal_raw,signal_unit,signal_corrected,preprocessing_method,preprocessing_version
dead-time-000,49,5.880000,detector-primary,4.76534787318e-88,arbitrary_unit,,,
dead-time-000,50,6.000000,detector-primary,6.91948263368e-87,arbitrary_unit,,,
dead-time-000,51,6.120000,detector-primary,9.87033394974e-86,arbitrary_unit,,,
dead-time-000,52,6.240000,detector-primary,1.38314999314e-84,arbitrary_unit,,,
dead-time-000,53,6.360000,detector-primary,1.90408319628e-83,arbitrary_unit,,,
dead-time-000,54,6.480000,detector-primary,2.57502690445e-82,arbitrary_unit,,,
dead-time-000,55,6.600000,detector-primary,3.42102959201e-81,arbitrary_unit,,,
dead-time-000,56,6.720000,detector-primary,4.46489345579e-80,arbitrary_unit,,,
dead-time-000,57,6.840000,detector-primary,5.72459251263e-79,arbitrary_unit,,,
dead-time-000,58,6.960000,detector-primary,7.21036526149e-78,arbitrary_unit,,,
dead-time-000,59,7.080000,detector-primary,8.92173177543e-77,arbitrary_unit,,,
dead-time-000,60,7.200000,detector-primary,1.08447680657e-75,arbitrary_unit,,,
dead-time-000,61,7.320000,detector-primary,1.29500243022e-74,arbitrary_unit,,,
dead-time-000,62,7.440000,detector-primary,1.51914807537e-73,arbitrary_unit,,,
dead-time-000,63,7.560000,detector-primary,1.75068834824e-72,arbitrary_unit,,,
dead-time-000,64,7.680000,detector-primary,1.98196866525e-71,arbitrary_unit,,,
dead-time-000,65,7.800000,detector-primary,2.20426566573e-70,arbitrary_unit,,,
dead-time-000,66,7.920000,detector-primary,2.40829840024e-69,arbitrary_unit,,,
dead-time-000,67,8.040000,detector-primary,2.58485310512e-68,arbitrary_unit,,,
dead-time-000,68,8.160000,detector-primary,2.72546523787e-67,arbitrary_unit,,,
dead-time-000,69,8.280000,detector-primary,2.82308942996e-66,arbitrary_unit,,,
dead-time-000,70,8.400000,detector-primary,2.87268385762e-65,arbitrary_unit,,,
dead-time-000,71,8.520000,detector-primary,2.87164163371e-64,arbitrary_unit,,,
dead-time-000,72,8.640000,detector-primary,2.82001785222e-63,arbitrary_unit,,,
dead-time-000,73,8.760000,detector-primary,2.72052476274e-62,arbitrary_unit,,,
dead-time-000,74,8.880000,detector-primary,2.57829566342e-61,arbitrary_unit,,,
dead-time-000,75,9.000000,detector-primary,2.40044611946e-60,arbitrary_unit,,,
dead-time-000,76,9.120000,detector-primary,2.19548470292e-59,arbitrary_unit,,,
dead-time-000,77,9.240000,detector-primary,1.97264110261e-58,arbitrary_unit,,,
dead-time-000,78,9.360000,detector-primary,1.74118513052e-57,arbitrary_unit,,,
dead-time-000,79,9.480000,detector-primary,1.50980559556e-56,arbitrary_unit,,,
dead-time-000,80,9.600000,detector-primary,1.28610468632e-55,arbitrary_unit,,,
dead-time-000,81,9.720000,detector-primary,1.0762441902e-54,arbitrary_unit,,,
dead-time-000,82,9.840000,detector-primary,8.84758061866e-54,arbitrary_unit,,,
dead-time-000,83,9.960000,detector-primary,7.14525029185e-53,arbitrary_unit,,,
dead-time-000,84,10.080000,detector-primary,5.66877961564e-52,arbitrary_unit,,,
dead-time-000,85,10.200000,detector-primary,4.41815460875e-51,arbitrary_unit,,,
dead-time-000,86,10.320000,detector-primary,3.38276208988e-50,arbitrary_unit,,,
dead-time-000,87,10.440000,detector-primary,2.54437552578e-49,arbitrary_unit,,,
dead-time-000,88,10.560000,detector-primary,1.88005334968e-48,arbitrary_unit,,,
dead-time-000,89,10.680000,detector-primary,1.3647036286e-47,arbitrary_unit,,,
dead-time-000,90,10.800000,detector-primary,9.73163313657e-47,arbitrary_unit,,,
dead-time-000,91,10.920000,detector-primary,6.81729865175e-46,arbitrary_unit,,,
dead-time-000,92,11.040000,detector-primary,4.69156913642e-45,arbitrary_unit,,,
dead-time-000,93,11.160000,detector-primary,3.1717805417e-44,arbitrary_unit,,,
dead-time-000,94,11.280000,detector-primary,2.10652854998e-43,arbitrary_unit,,,
dead-time-000,95,11.400000,detector-primary,1.37439250396e-42,arbitrary_unit,,,
dead-time-000,96,11.520000,detector-primary,8.80913803665e-42,arbitrary_unit,,,
dead-time-000,97,11.640000,detector-primary,5.54670746944e-41,arbitrary_unit,,,
dead-time-000,98,11.760000,detector-primary,3.43096523838e-40,arbitrary_unit,,,
dead-time-000,99,11.880000,detector-primary,2.08485849251e-39,arbitrary_unit,,,
dead-time-000,100,12.000000,detector-primary,1.24456062666e-38,arbitrary_unit,,,
dead-time-000,101,12.120000,detector-primary,7.29851896605e-38,arbitrary_unit,,,
dead-time-000,102,12.240000,detector-primary,4.20467694604e-37,arbitrary_unit,,,
dead-time-000,103,12.360000,detector-primary,2.37963164492e-36,arbitrary_unit,,,
dead-time-000,104,12.480000,detector-primary,1.32301889534e-35,arbitrary_unit,,,
dead-time-000,105,12.600000,detector-primary,7.22606006477e-35,arbitrary_unit,,,
dead-time-000,106,12.720000,detector-primary,3.87718297282e-34,arbitrary_unit,,,
dead-time-000,107,12.840000,detector-primary,2.04366748643e-33,arbitrary_unit,,,
dead-time-000,108,12.960000,detector-primary,1.05823807599e-32,arbitrary_unit,,,
dead-time-000,109,13.080000,detector-primary,5.38314081992e-32,arbitrary_unit,,,
dead-time-000,110,13.200000,detector-primary,2.69009308001e-31,arbitrary_unit,,,
dead-time-000,111,13.320000,detector-primary,1.3206206472e-30,arbitrary_unit,,,
dead-time-000,112,13.440000,detector-primary,6.36895334922e-30,arbitrary_unit,,,
dead-time-000,113,13.560000,detector-primary,3.01743040299e-29,arbitrary_unit,,,
dead-time-000,114,13.680000,detector-primary,1.40438332809e-28,arbitrary_unit,,,
dead-time-000,115,13.800000,detector-primary,6.42115683634e-28,arbitrary_unit,,,
dead-time-000,116,13.920000,detector-primary,2.88416498062e-27,arbitrary_unit,,,
dead-time-000,117,14.040000,detector-primary,1.27264164385e-26,arbitrary_unit,,,
dead-time-000,118,14.160000,detector-primary,5.51659841619e-26,arbitrary_unit,,,
dead-time-000,119,14.280000,detector-primary,2.34917743045e-25,arbitrary_unit,,,
dead-time-000,120,14.400000,detector-primary,9.82741912082e-25,arbitrary_unit,,,
dead-time-000,121,14.520000,detector-primary,4.03870698988e-24,arbitrary_unit,,,
dead-time-000,122,14.640000,detector-primary,1.63051359036e-23,arbitrary_unit,,,
dead-time-000,123,14.760000,detector-primary,6.46674460129e-23,arbitrary_unit,,,
dead-time-000,124,14.880000,detector-primary,2.5195687e-22,arbitrary_unit,,,
dead-time-000,125,15.000000,detector-primary,9.64374923982e-22,arbitrary_unit,,,
dead-time-000,126,15.120000,detector-primary,3.62614213263e-21,arbitrary_unit,,,
dead-time-000,127,15.240000,detector-primary,1.33943901854e-20,arbitrary_unit,,,
dead-time-000,128,15.360000,detector-primary,4.86049251015e-20,arbitrary_unit,,,
dead-time-000,129,15.480000,detector-primary,1.73267384491e-19,arbitrary_unit,,,
dead-time-000,130,15.600000,detector-primary,6.06781834063e-19,arbitrary_unit,,,
dead-time-000,131,15.720000,detector-primary,2.08750502793e-18,arbitrary_unit,,,
dead-time-000,132,15.840000,detector-primary,7.05507604484e-18,arbitrary_unit,,,
dead-time-000,133,15.960000,detector-primary,2.34236773677e-17,arbitrary_unit,,,
dead-time-000,134,16.080000,detector-primary,7.63989984144e-17,arbitrary_unit,,,
dead-time-000,135,16.200000,detector-primary,2.44793263229e-16,arbitrary_unit,,,
dead-time-000,136,16.320000,detector-primary,7.70531624032e-16,arbitrary_unit,,,
dead-time-000,137,16.440000,detector-primary,2.38265236765e-15,arbitrary_unit,,,
dead-time-000,138,16.560000,detector-primary,7.23785881199e-15,arbitrary_unit,,,
dead-time-000,139,16.680000,detector-primary,2.15992534542e-14,arbitrary_unit,,,
dead-time-000,140,16.800000,detector-primary,6.33208277455e-14,arbitrary_unit,,,
dead-time-000,141,16.920000,detector-primary,1.82361701386e-13,arbitrary_unit,,,
dead-time-000,142,17.040000,detector-primary,5.15940828328e-13,arbitrary_unit,,,
dead-time-000,143,17.160000,detector-primary,1.43398750444e-12,arbitrary_unit,,,
dead-time-000,144,17.280000,detector-primary,3.91534509648e-12,arbitrary_unit,,,
dead-time-000,145,17.400000,detector-primary,1.05020464637e-11,arbitrary_unit,,,
dead-time-000,146,17.520000,detector-primary,2.76730503585e-11,arbitrary_unit,,,
dead-time-000,147,17.640000,detector-primary,7.16340227712e-11,arbitrary_unit,,,
dead-time-000,148,17.760000,detector-primary,1.82163288209e-10,arbitrary_unit,,,
dead-time-000,149,17.880000,detector-primary,4.55073538224e-10,arbitrary_unit,,,
dead-time-000,150,18.000000,detector-primary,1.1168157181e-09,arbitrary_unit,,,
dead-time-000,151,18.120000,detector-primary,2.69253068689e-09,arbitrary_unit,,,
dead-time-000,152,18.240000,detector-primary,6.37703814763e-09,arbitrary_unit,,,
dead-time-000,153,18.360000,detector-primary,1.48373580635e-08,arbitrary_unit,,,
dead-time-000,154,18.480000,detector-primary,3.39135574932e-08,arbitrary_unit,,,
dead-time-000,155,18.600000,detector-primary,7.61498987236e-08,arbitrary_unit,,,
dead-time-000,156,18.720000,detector-primary,1.67974949891e-07,arbitrary_unit,,,
dead-time-000,157,18.840000,detector-primary,3.63997934738e-07,arbitrary_unit,,,
dead-time-000,158,18.960000,detector-primary,7.74876567851e-07,arbitrary_unit,,,
dead-time-000,159,19.080000,detector-primary,1.62048623322e-06,arbitrary_unit,,,
dead-time-000,160,19.200000,detector-primary,3.32918073493e-06,arbitrary_unit,,,
dead-time-000,161,19.320000,detector-primary,6.71906138816e-06,arbitrary_unit,,,
dead-time-000,162,19.440000,detector-primary,1.33216817526e-05,arbitrary_unit,,,
dead-time-000,163,19.560000,detector-primary,2.59470930336e-05,arbitrary_unit,,,
dead-time-000,164,19.680000,detector-primary,4.96475215293e-05,arbitrary_unit,,,
dead-time-000,165,19.800000,detector-primary,9.33223455676e-05,arbitrary_unit,,,
dead-time-000,166,19.920000,detector-primary,0.000172326841487,arbitrary_unit,,,
dead-time-000,167,20.040000,detector-primary,0.000312607518874,arbitrary_unit,,,
dead-time-000,168,20.160000,detector-primary,0.000557089688815,arbitrary_unit,,,
dead-time-000,169,20.280000,detector-primary,0.000975281598406,arbitrary_unit,,,
dead-time-000,170,20.400000,detector-primary,0.00167731313951,arbitrary_unit,,,
dead-time-000,171,20.520000,detector-primary,0.00283385403743,arbitrary_unit,,,
dead-time-000,172,20.640000,detector-primary,0.00470348772434,arbitrary_unit,,,
dead-time-000,173,20.760000,detector-primary,0.00766905339662,arbitrary_unit,,,
dead-time-000,174,20.880000,detector-primary,0.0122840823024,arbitrary_unit,,,
dead-time-000,175,21.000000,detector-primary,0.0193296006974,arbitrary_unit,,,
dead-time-000,176,21.120000,detector-primary,0.029880114475,arbitrary_unit,,,
dead-time-000,177,21.240000,detector-primary,0.0453754390783,arbitrary_unit,,,
dead-time-000,178,21.360000,detector-primary,0.0676922006833,arbitrary_unit,,,
dead-time-000,179,21.480000,detector-primary,0.0992054737219,arbitrary_unit,,,
dead-time-000,180,21.600000,detector-primary,0.142827503923,arbitrary_unit,,,
dead-time-000,181,21.720000,detector-primary,0.202007394371,arbitrary_unit,,,
dead-time-000,182,21.840000,detector-primary,0.280673814171,arbitrary_unit,,,
dead-time-000,183,21.960000,detector-primary,0.383103160902,arbitrary_unit,,,
dead-time-000,184,22.080000,detector-primary,0.513699074512,arbitrary_unit,,,
dead-time-000,185,22.200000,detector-primary,0.676676416183,arbitrary_unit,,,
dead-time-000,186,22.320000,detector-primary,0.875653941726,arbitrary_unit,,,
dead-time-000,187,22.440000,detector-primary,1.11317432939,arbitrary_unit,,,
dead-time-000,188,22.560000,detector-primary,1.39018650227,arbitrary_unit,,,
dead-time-000,189,22.680000,detector-primary,1.70554099048,arbitrary_unit,,,
dead-time-000,190,22.800000,detector-primary,2.05556145254,arbitrary_unit,,,
dead-time-000,191,22.920000,detector-primary,2.4337612798,arbitrary_unit,,,
dead-time-000,192,23.040000,detector-primary,2.83077074759,arbitrary_unit,,,
dead-time-000,193,23.160000,detector-primary,3.23452587732,arbitrary_unit,,,
dead-time-000,194,23.280000,detector-primary,3.63074518537,arbitrary_unit,,,
dead-time-000,195,23.400000,detector-primary,4.00368701458,arbitrary_unit,,,
dead-time-000,196,23.520000,detector-primary,4.33714236592,arbitrary_unit,,,
dead-time-000,197,23.640000,detector-primary,4.61558173193,arbitrary_unit,,,
dead-time-000,198,23.760000,detector-primary,4.82534558895,arbitrary_unit,,,
dead-time-000,199,23.880000,detector-primary,4.95575250244,arbitrary_unit,,,
dead-time-000,200,24.000000,detector-primary,5,arbitrary_unit,,,
dead-time-000,201,24.120000,detector-primary,4.95575250244,arbitrary_unit,,,
dead-time-000,202,24.240000,detector-primary,4.82534558895,arbitrary_unit,,,
dead-time-000,203,24.360000,detector-primary,4.61558173193,arbitrary_unit,,,
dead-time-000,204,24.480000,detector-primary,4.33714236592,arbitrary_unit,,,
dead-time-000,205,24.600000,detector-primary,4.00368701458,arbitrary_unit,,,
dead-time-000,206,24.720000,detector-primary,3.63074518537,arbitrary_unit,,,
dead-time-000,207,24.840000,detector-primary,3.23452587732,arbitrary_unit,,,
dead-time-000,208,24.960000,detector-primary,2.83077074759,arbitrary_unit,,,
dead-time-000,209,25.080000,detector-primary,2.4337612798,arbitrary_unit,,,
dead-time-000,210,25.200000,detector-primary,2.05556145254,arbitrary_unit,,,
dead-time-000,211,25.320000,detector-primary,1.70554099048,arbitrary_unit,,,
dead-time-000,212,25.440000,detector-primary,1.39018650227,arbitrary_unit,,,
dead-time-000,213,25.560000,detector-primary,1.11317432939,arbitrary_unit,,,
dead-time-000,214,25.680000,detector-primary,0.875653941726,arbitrary_unit,,,
dead-time-000,215,25.800000,detector-primary,0.676676416183,arbitrary_unit,,,
dead-time-000,216,25.920000,detector-primary,0.513699074512,arbitrary_unit,,,
dead-time-000,217,26.040000,detector-primary,0.383103160902,arbitrary_unit,,,
dead-time-000,218,26.160000,detector-primary,0.280673814171,arbitrary_unit,,,
dead-time-000,219,26.280000,detector-primary,0.202007394371,arbitrary_unit,,,
dead-time-000,220,26.400000,detector-primary,0.142827503923,arbitrary_unit,,,
dead-time-000,221,26.520000,detector-primary,0.0992054737219,arbitrary_unit,,,
dead-time-000,222,26.640000,detector-primary,0.0676922006833,arbitrary_unit,,,
dead-time-000,223,26.760000,detector-primary,0.0453754390783,arbitrary_unit,,,
dead-time-000,224,26.880000,detector-primary,0.029880114475,arbitrary_unit,,,
dead-time-000,225,27.000000,detector-primary,0.0193296006974,arbitrary_unit,,,
dead-time-000,226,27.120000,detector-primary,0.0122840823024,arbitrary_unit,,,
dead-time-000,227,27.240000,detector-primary,0.00766905339662,arbitrary_unit,,,
dead-time-000,228,27.360000,detector-primary,0.00470348772434,arbitrary_unit,,,
dead-time-000,229,27.480000,detector-primary,0.00283385403743,arbitrary_unit,,,
dead-time-000,230,27.600000,detector-primary,0.00167731313951,arbitrary_unit,,,
dead-time-000,231,27.720000,detector-primary,0.000975281598406,arbitrary_unit,,,
dead-time-000,232,27.840000,detector-primary,0.000557089688815,arbitrary_unit,,,
dead-time-000,233,27.960000,detector-primary,0.000312607518874,arbitrary_unit,,,
dead-time-000,234,28.080000,detector-primary,0.000172326841487,arbitrary_unit,,,
dead-time-000,235,28.200000,detector-primary,9.33223455676e-05,arbitrary_unit,,,
dead-time-000,236,28.320000,detector-primary,4.96475215293e-05,arbitrary_unit,,,
dead-time-000,237,28.440000,detector-primary,2.59470930336e-05,arbitrary_unit,,,
dead-time-000,238,28.560000,detector-primary,1.33216817526e-05,arbitrary_unit,,,
dead-time-000,239,28.680000,detector-primary,6.71906138816e-06,arbitrary_unit,,,
dead-time-000,240,28.800000,detector-primary,3.32918073493e-06,arbitrary_unit,,,
dead-time-000,241,28.920000,detector-primary,1.62048623323e-06,arbitrary_unit,,,
dead-time-000,242,29.040000,detector-primary,7.74876567851e-07,arbitrary_unit,,,
dead-time-000,243,29.160000,detector-primary,3.63997934738e-07,arbitrary_unit,,,
dead-time-000,244,29.280000,detector-primary,1.67974949891e-07,arbitrary_unit,,,
dead-time-000,245,29.400000,detector-primary,7.61498987236e-08,arbitrary_unit,,,
dead-time-000,246,29.520000,detector-primary,3.39135574932e-08,arbitrary_unit,,,
dead-time-000,247,29.640000,detector-primary,1.48373580635e-08,arbitrary_unit,,,
dead-time-000,248,29.760000,detector-primary,6.37703814763e-09,arbitrary_unit,,,
dead-time-000,249,29.880000,detector-primary,2.69253068689e-09,arbitrary_unit,,,
dead-time-000,250,30.000000,detector-primary,1.1168157181e-09,arbitrary_unit,,,
dead-time-000,251,30.120000,detector-primary,4.55073538224e-10,arbitrary_unit,,,
dead-time-000,252,30.240000,detector-primary,1.82163288209e-10,arbitrary_unit,,,
dead-time-000,253,30.360000,detector-primary,7.16340227712e-11,arbitrary_unit,,,
dead-time-000,254,30.480000,detector-primary,2.76730503585e-11,arbitrary_unit,,,
dead-time-000,255,30.600000,detector-primary,1.05020464637e-11,arbitrary_unit,,,
dead-time-000,256,30.720000,detector-primary,3.91534509648e-12,arbitrary_unit,,,
dead-time-000,257,30.840000,detector-primary,1.43398750444e-12,arbitrary_unit,,,
dead-time-000,258,30.960000,detector-primary,5.15940828328e-13,arbitrary_unit,,,
dead-time-000,259,31.080000,detector-primary,1.82361701386e-13,arbitrary_unit,,,
dead-time-000,260,31.200000,detector-primary,6.33208277455e-14,arbitrary_unit,,,
dead-time-000,261,31.320000,detector-primary,2.15992534542e-14,arbitrary_unit,,,
dead-time-000,262,31.440000,detector-primary,7.23785881199e-15,arbitrary_unit,,,
dead-time-000,263,31.560000,detector-primary,2.38265236765e-15,arbitrary_unit,,,
dead-time-000,264,31.680000,detector-primary,7.70531624032e-16,arbitrary_unit,,,
dead-time-000,265,31.800000,detector-primary,2.44793263229e-16,arbitrary_unit,,,
dead-time-000,266,31.920000,detector-primary,7.63989984144e-17,arbitrary_unit,,,
dead-time-000,267,32.040000,detector-primary,2.34236773677e-17,arbitrary_unit,,,
dead-time-000,268,32.160000,detector-primary,7.05507604484e-18,arbitrary_unit,,,
dead-time-000,269,32.280000,detector-primary,2.08750502793e-18,arbitrary_unit,,,
dead-time-000,270,32.400000,detector-primary,6.06781834063e-19,arbitrary_unit,,,
dead-time-000,271,32.520000,detector-primary,1.73267384491e-19,arbitrary_unit,,,
dead-time-000,272,32.640000,detector-primary,4.86049251015e-20,arbitrary_unit,,,
dead-time-000,273,32.760000,detector-primary,1.33943901854e-20,arbitrary_unit,,,
dead-time-000,274,32.880000,detector-primary,3.62614213263e-21,arbitrary_unit,,,
dead-time-000,275,33.000000,detector-primary,9.64374923982e-22,arbitrary_unit,,,
dead-time-000,276,33.120000,detector-primary,2.5195687e-22,arbitrary_unit,,,
dead-time-000,277,33.240000,detector-primary,6.46674460129e-23,arbitrary_unit,,,
dead-time-000,278,33.360000,detector-primary,1.63051359036e-23,arbitrary_unit,,,
dead-time-000,279,33.480000,detector-primary,4.03870698988e-24,arbitrary_unit,,,
dead-time-000,280,33.600000,detector-primary,9.82741912082e-25,arbitrary_unit,,,
dead-time-000,281,33.720000,detector-primary,2.34917743045e-25,arbitrary_unit,,,
dead-time-000,282,33.840000,detector-primary,5.51659841619e-26,arbitrary_unit,,,
dead-time-000,283,33.960000,detector-primary,1.27264164385e-26,arbitrary_unit,,,
dead-time-000,284,34.080000,detector-primary,2.88416498062e-27,arbitrary_unit,,,
dead-time-000,285,34.200000,detector-primary,6.42115683634e-28,arbitrary_unit,,,
dead-time-000,286,34.320000,detector-primary,1.40438332809e-28,arbitrary_unit,,,
dead-time-000,287,34.440000,detector-primary,3.01743040299e-29,arbitrary_unit,,,
dead-time-000,288,34.560000,detector-primary,6.36895334922e-30,arbitrary_unit,,,
dead-time-000,289,34.680000,detector-primary,1.3206206472e-30,arbitrary_unit,,,
dead-time-000,290,34.800000,detector-primary,2.69009308001e-31,arbitrary_unit,,,
dead-time-000,291,34.920000,detector-primary,5.38314081992e-32,arbitrary_unit,,,
dead-time-000,292,35.040000,detector-primary,1.05823807599e-32,arbitrary_unit,,,
dead-time-000,293,35.160000,detector-primary,2.04366748643e-33,arbitrary_unit,,,
dead-time-000,294,35.280000,detector-primary,3.87718297282e-34,arbitrary_unit,,,
dead-time-000,295,35.400000,detector-primary,7.22606006477e-35,arbitrary_unit,,,
dead-time-000,296,35.520000,detector-primary,1.32301889534e-35,arbitrary_unit,,,
dead-time-000,297,35.640000,detector-primary,2.37963164492e-36,arbitrary_unit,,,
dead-time-000,298,35.760000,detector-primary,4.20467694604e-37,arbitrary_unit,,,
dead-time-000,299,35.880000,detector-primary,7.29851896605e-38,arbitrary_unit,,,
dead-time-000,300,36.000000,detector-primary,1.24456062666e-38,arbitrary_unit,,,
dead-time-000,301,36.120000,detector-primary,2.08485849251e-39,arbitrary_unit,,,
dead-time-000,302,36.240000,detector-primary,3.43096523838e-40,arbitrary_unit,,,
dead-time-000,303,36.360000,detector-primary,5.54670746944e-41,arbitrary_unit,,,
dead-time-000,304,36.480000,detector-primary,8.80913803665e-42,arbitrary_unit,,,
dead-time-000,305,36.600000,detector-primary,1.37439250396e-42,arbitrary_unit,,,
dead-time-000,306,36.720000,detector-primary,2.10652854998e-43,arbitrary_unit,,,
dead-time-000,307,36.840000,detector-primary,3.1717805417e-44,arbitrary_unit,,,
dead-time-000,308,36.960000,detector-primary,4.69156913642e-45,arbitrary_unit,,,
dead-time-000,309,37.080000,detector-primary,6.81729865175e-46,arbitrary_unit,,,
dead-time-000,310,37.200000,detector-primary,9.73163313657e-47,arbitrary_unit,,,
dead-time-000,311,37.320000,detector-primary,1.3647036286e-47,arbitrary_unit,,,
dead-time-000,312,37.440000,detector-primary,1.88005334968e-48,arbitrary_unit,,,
dead-time-000,313,37.560000,detector-primary,2.54437552578e-49,arbitrary_unit,,,
dead-time-000,314,37.680000,detector-primary,3.38276208988e-50,arbitrary_unit,,,
dead-time-000,315,37.800000,detector-primary,4.41815460875e-51,arbitrary_unit,,,
dead-time-000,316,37.920000,detector-primary,5.66877961564e-52,arbitrary_unit,,,
dead-time-000,317,38.040000,detector-primary,7.14525029185e-53,arbitrary_unit,,,
dead-time-000,318,38.160000,detector-primary,8.84758061867e-54,arbitrary_unit,,,
dead-time-000,319,38.280000,detector-primary,1.0762441902e-54,arbitrary_unit,,,
dead-time-000,320,38.400000,detector-primary,1.28610468632e-55,arbitrary_unit,,,
dead-time-000,321,38.520000,detector-primary,1.50980559556e-56,arbitrary_unit,,,
dead-time-000,322,38.640000,detector-primary,1.74118513052e-57,arbitrary_unit,,,
dead-time-000,323,38.760000,detector-primary,1.97264110261e-58,arbitrary_unit,,,
dead-time-000,324,38.880000,detector-primary,2.19548470292e-59,arbitrary_unit,,,
dead-time-000,325,39.000000,detector-primary,2.40044611946e-60,arbitrary_unit,,,
dead-time-000,326,39.120000,detector-primary,2.57829566342e-61,arbitrary_unit,,,
dead-time-000,327,39.240000,detector-primary,2.72052476274e-62,arbitrary_unit,,,
dead-time-000,328,39.360000,detector-primary,2.82001785222e-63,arbitrary_unit,,,
dead-time-000,329,39.480000,detector-primary,2.87164163371e-64,arbitrary_unit,,,
dead-time-000,330,39.600000,detector-primary,2.87268385762e-65,arbitrary_unit,,,
dead-time-000,331,39.720000,detector-primary,2.82308942996e-66,arbitrary_unit,,,
dead-time-000,332,39.840000,detector-primary,2.72546523787e-67,arbitrary_unit,,,
dead-time-000,333,39.960000,detector-primary,2.58485310512e-68,arbitrary_unit,,,
dead-time-000,334,40.080000,detector-primary,2.40829840024e-69,arbitrary_unit,,,
